40.421188,-86.891507,6.34
40.375244,-86.878409,6.16
40.492327,-86.899415,5.72
40.483581,-86.915884,1.83
40.440325,-86.872061,4.16
40.459170,-86.872316,0.16
40.390391,-86.861675,2.98
40.447592,-86.818755,2.19
40.396002,-86.905662,1.13
40.388867,-86.833612,1.25
40.480120,-86.930974,2.96
40.463596,-86.936123,0.66
40.454544,-86.894584,4.19
40.420986,-86.970212,3.30
40.418571,-86.842488,4.87
40.402334,-86.892693,4.90
40.371461,-86.929753,4.47
40.456856,-86.924039,0.24
40.385529,-86.878930,0.48
40.479615,-86.915825,2.24
40.413048,-86.862808,3.72
40.412789,-86.956997,4.58
40.396037,-86.972781,2.85
40.388399,-86.920032,5.74
40.403525,-86.989973,5.03
40.388629,-86.989777,6.78
40.451621,-86.834910,3.72
40.454073,-86.867889,2.28
40.479979,-86.908520,0.74
40.435913,-86.880611,4.28
